,isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
2751,9780440169123,0440169127,pinch snuff,,Reginald Hill,fiction,http://books.google.com/books/content?id=YR2qvIVR9esC&printsec=frontcover&img=1&zoom=1&source=gbs_api,routine visit dentist involves police inspector pascoe bizarre case concerning making pornographic film people actually killed camera,1990.0,3.85,336.0,1052.0
2752,9780440182931,044018293X,suffer child,,John Saul,fiction,http://books.google.com/books/content?id=K0f_4ezr5nYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,year young girl murder child disappearing port arbello,1989.0,3.91,378.0,27480.0
2753,9780440184621,0440184622,taipan,A Novel of Hong Kong,James Clavell,fiction,http://books.google.com/books/content?id=1NWMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,dick straun pirate smuggler ruthless individual find glory beyond dream taipan supreme leader hong kong reissue,1966.0,4.27,734.0,38015.0
2754,9780440187356,0440187354,tinsel,,William Goldman,fiction,http://books.google.com/books/content?id=1ZC5dqgilrIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,glittering world hollywood peopled star hopeful hasbeens hungry cunning producer starlet mogul whore willing sacrifice everything elusive place top,1980.0,3.18,399.0,253.0
2755,9780440201045,0440201047,serenissima,,Erica Jong,fiction,http://books.google.com/books/content?id=pBQ1hhEvXTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,jessica pruitt popular hollywood actress aficionado shakespeare transported sixteenth century becomes inspiration behind great poet enigmatic work,1988.0,3.26,384.0,271.0
2756,9780440208143,0440208149,acceptable time,,Madeleine L'Engle,juvenile fiction,http://books.google.com/books/content?id=TIO416kel1oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,quiet visit grandparent turn lesson fluidity time polly okeefe meet several stranger overlapping temporal plane play key role prehistoric confrontation,1990.0,3.82,343.0,15906.0
2757,9780440214922,0440214920,drawing blood,,Poppy Z. Brite,fiction,http://books.google.com/books/content?id=GsuXYyTNlMkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,twenty year tortured cartoonist father killed mother sibling cartoonist trevor mcgee return scene crime determined face demon past dark force threatening destroy,1994.0,4.03,416.0,8674.0
2758,9780440215813,0440215811,blue knight,,Joseph Wambaugh,los angeles calif,http://books.google.com/books/content?id=YrYe43nRm0wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,dont pas incredible value offered month promotion robert b parker spenser novel pale king prince john saul terrifying come blind fury joseph wambaughs blockbuster blue knight blue knight los angeles cop whose beat world pimp pusher wino whore killersa cop life day razor edge,1993.0,3.88,320.0,1262.0
2759,9780440216803,044021680X,gaijin,,James Clavell,fiction,http://books.google.com/books/content?id=DpMXCO27HUYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,malcolm struan heir powerful english trading company orient find fate intertwined beautiful young french woman,1994.0,3.86,1236.0,10305.0
2760,9780440220459,0440220459,drop shot,,Harlan Coben,fiction,http://books.google.com/books/content?id=1WovmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,investigating killing burnedout tennis star sport agent myron bolitar uncovers connection victim rising star wrong side track corrupt senator organized crime watch every move reissue,1996.0,3.93,341.0,19585.0
2761,9780440221661,0440221668,fiery cross,,Diana Gabaldon,fiction,http://books.google.com/books/content?id=4D5ivgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,time colony north carolina teeter uneasy edge jamie fraser man worth lot lose wife claire known notoriously wisewoman witch know survive,2005.0,4.27,1443.0,120981.0
2762,9780440224044,0440224047,purple cane road,,James Lee Burke,fiction,http://books.google.com/books/content?id=4QXE20ORx2gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,haunted mother never knew dave robicheaux stunned chance meeting reveals mother murdered new orleans police officer discovery searching killer,2001.0,4.15,387.0,5304.0
2763,9780440227533,0440227534,number star,,Lois Lowry,juvenile fiction,http://books.google.com/books/content?id=IMZWoB8CWXMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,german occupation denmark tenyearold annemarie learns courageous resourceful help shelter jewish friend nazi reprint newbery medal winner ab slj k h,1989.0,4.13,137.0,379669.0
2764,9780440227700,0440227704,many water,,Madeleine L'Engle,juvenile fiction,http://books.google.com/books/content?id=iNV3UyVfGeUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,sandy dennys twin middle child newberywinning wrinkle time transported time flood enjoyed suspense humor well level meaning pointer kirkus review lengle blend speculative fiction biblical theology create another provocative spellbinding tale philadelphia inquirer,1998.0,3.99,310.0,515.0
2765,9780440228844,0440228840,demon view,,Amelia Atwater-Rhodes,juvenile fiction,http://books.google.com/books/content?id=4_sAFS4H5FcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,seventeenyearold jessica allodola discovers vampire world fiction real develops relationship alluring vampire named aubrey teenage witch trying save jessica clutch,2001.0,4.04,192.0,10803.0
2766,9780440228899,0440228891,cricket time square,,George Selden,juvenile fiction,http://books.google.com/books/content?id=ASRsshHkoBsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,adventure country cricket unintentionally arrives new york befriended tucker mouse harry cat,1999.0,4.02,134.0,54174.0
2767,9780440229087,0440229081,skellig,,David Almond,juvenile fiction,http://books.google.com/books/content?id=rbvZ3g0WOicC&printsec=frontcover&img=1&zoom=1&source=gbs_api,unhappy baby sister illness chaos moving dilapidated old house michael retreat garage find mysterious stranger something like bird something like angel,2001.0,3.79,208.0,16388.0
2768,9780440229124,044022912X,cay,,Theodore Taylor,juvenile fiction,http://books.google.com/books/content?id=DSPp9BTIMqIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,follows adventure joy heartache privileged prejudiced dutch boy stranded remote tropical island kindly wise west indian following enemy attack boat leaving curacao,2003.0,3.75,156.0,28138.0
2769,9780440229209,0440229200,flag father,Heroes of Iwo Jima,James Bradley,juvenile fiction,http://books.google.com/books/content?id=QHIw64z6B0wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,provides true story action led raising flag iwo jima american marine february complete map eightpage photo insert reissue,2006.0,4.17,224.0,235.0
2770,9780440229315,0440229316,time,,Caroline B. Cooney,juvenile fiction,http://books.google.com/books/content?id=9a2pK8o9bNwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,annie lockwood teenager try travel back time join lost love strat egypt instead end ancient egypt great danger reprint,2003.0,3.91,261.0,1584.0
2771,9780440229353,0440229359,angel peterson got name,And Other Outrageous Tales about Extreme Sports,Gary Paulsen,juvenile nonfiction,http://books.google.com/books/content?id=maJrLrdTchMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,author gary paulsen relates tale youth small town northwestern minnesota late early skiing behind soupedup car imitating daredevil evel knievel,2004.0,3.93,111.0,1139.0
2772,9780440229407,0440229405,shattered mirror,,Amelia Atwater-Rhodes,juvenile fiction,http://books.google.com/books/content?id=4CutP5ssIeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,seventeenyearold sarah vida daughter powerful line vampirehunting witch continues pursue ancient bloodsucker nikolas find dangerous friendship two vampire sibling high school reprint,2003.0,4.03,240.0,9290.0
2773,9780440234746,0440234743,testament,,John Grisham,fiction,http://books.google.com/books/content?id=n5F5Qc7pchwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,suicidal billionaire burntout washington litigator woman forsaken technology work wild brazil brought together astounding mystery testament,2000.0,3.85,535.0,85975.0
2774,9780440235163,0440235162,smoke jumper,,Nicholas Evans,fiction,http://books.google.com/books/content?id=Ta--z2EJO4cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,woman must choose two men best friend love poignant story love loyalty honor guilt set perilous backdrop wilderness firefighting author horse whisperer reprint,2002.0,4.06,576.0,28164.0
2775,9780440236733,0440236738,gone good,,Harlan Coben,fiction,http://books.google.com/books/content?id=ppjCHXrMa50C&printsec=frontcover&img=1&zoom=1&source=gbs_api,investigating girlfriend mysterious disappearance klein learns somehow tied brother death becomes increasingly disturbed realizes everyone love harboring dark secret author tell one reprint,2002.0,4.11,432.0,33601.0
2776,9780440237167,0440237165,coalwood way,,Homer H. Hickam,biography autobiography,http://books.google.com/books/content?id=eNBvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,continuing story rocket boy coalwood west virginia author recount senior year high school force change bring coalwood difficult crossroad strain threatens tear apart hickam home,2001.0,4.13,400.0,1146.0
2777,9780440237976,0440237971,midnight predator,,Amelia Atwater-Rhodes,juvenile fiction,http://books.google.com/books/content?id=sK1mbqRciEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,turquoise draka mercenary trained fight vampire witch shapeshifters infiltrates vampire stronghold ghost past new possibility future distract work hand ala quick pick,2003.0,4.02,256.0,7939.0
2778,9780440238140,0440238145,subtle knife,,Philip Pullman,juvenile fiction,,boundary world begin dissolve lyra daemon help parry search father powerful magical knife,2003.0,4.12,288.0,4587.0
2779,9780440238157,0440238153,amber spyglass,,Philip Pullman,juvenile fiction,http://books.google.com/books/content?id=VIaPPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,lyra find center battle force authority gathered lyra father lord asriel,2003.0,4.09,467.0,219303.0
2780,9780440238195,0440238196,quiver,,Stephanie Spinner,juvenile fiction,http://books.google.com/books/content?id=AScIYkRgQ1AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,father command produce heir huntress atalanta give suitor seemingly impossible task order uphold pledge chastity god ancient greece look,2005.0,3.51,177.0,823.0
2781,9780440238607,0440238609,dark material,,Philip Pullman,fiction,http://books.google.com/books/content?id=zBFkAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,lyra belacqua try prevent kidnapped child becoming subject gruesome experiment help parry search father find caught battle force authority gathered uncle lord asriel,2003.0,4.26,1088.0,102687.0
2782,9780440241058,0440241057,slightly wicked,,Mary Balogh,fiction,http://books.google.com/books/content?id=_9eMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,judith allows one night reckless passion heroic stranger settling dreary life aunt companion shocked stranger arrives aunt home harewood grange woo cousin,2003.0,4.0,342.0,8070.0
2783,9780440241355,0440241359,rule four,,Ian Caldwell;Dustin Thomason,fiction,http://books.google.com/books/content?id=KAtITktUHaYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,trying decipher ancient text weave mathematical labyrinth within love story two researcher obtain diary may contain key code fellow researcher killed realize book contains dangerous secret,2005.0,3.22,450.0,24001.0
2784,9780440241898,0440241898,shopaholic tie knot,,Sophie Kinsella,fiction,http://books.google.com/books/content?id=cIVSopzQCpsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,becky bloomwood delighted boyfriend proposes vision perfect wedding day dissolve mother plan backyard wedding highsociety motherinlawtobe insists lavish affair plaza hotel,2004.0,3.77,407.0,93132.0
2785,9780440242949,0440242940,outlander,,Diana Gabaldon,fiction,http://books.google.com/books/content?id=lmFKUOJbXiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,hurtled back time two hundred year scotland claire randall find caught midst unfamiliar world torn apart violence pestilence revolution haunted growing feeling james fraser young soldier reissue,2005.0,4.22,850.0,627194.0
2786,9780440243069,0440243068,gilded web,,Mary Balogh,fiction,http://books.google.com/books/content?id=K1mKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fleeing heat crowd london ballroom innocent alexandra purnell seek refuge outside whisked away edmond earl amberley rescue certain scandal offering marriage reprint,2006.0,3.58,480.0,2562.0
2787,9780440243250,0440243254,blessing,,Belva Plain,fiction,http://books.google.com/books/content?id=XSGjKUwqLSgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,two classic tale romance honor family new york timesbestselling author fortune hand back specially priced edition reissue,2008.0,3.91,393.0,2511.0
2788,9780440322276,0440322278,best story,,Edgar Allan Poe,fiction,http://books.google.com/books/content?id=taNLbiOVk68C&printsec=frontcover&img=1&zoom=1&source=gbs_api,terror horror typify poe fiction evidenced tale fall house usher pit pendulum,1965.0,4.02,288.0,395.0
2789,9780440362050,0440362059,name aram,,William Saroyan,fiction,http://books.google.com/books/content?id=2P3XAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,small boy find excitement promise daily life california valley early year twentieth century collection short story,1966.0,4.15,151.0,975.0
2792,9780440402916,0440402913,anastasia,,Lois Lowry,juvenile fiction,http://books.google.com/books/content?id=UjlZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,mother absence resourceful anastasia krupnik cope brother sam chicken pox unexpected visit father old girlfriend first date,1985.0,3.89,160.0,1498.0
2793,9780440410256,0440410258,escape fire mountain,,Gary Paulsen,juvenile fiction,http://books.google.com/books/content?id=jvhtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,thirteenyearold nikki robert try help two child trapped forest fire find effort blocked poacher want become one fire victim shocking turn event fire becomes least nikkis problem nikkis horse goblin year hunting guide experience save fire mountain reign supreme,1995.0,3.7,80.0,112.0
2794,9780440412243,0440412242,child top floor,,Noel Streatfeild,television,,abandoned baby doorstep television star malcolm master thomas lucy margery william also become tv performer problem arise malcolm go extended cruise leaving child behind,1985.0,3.78,180.0,143.0
2795,9780440413707,0440413702,make four million dollar next thursday,,Stephen Manes,juvenile fiction,http://books.google.com/books/content?id=uBbkVH1kFQ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,jason attracts lot attention start following zany advice getrichquick book bizarre dr silverfish,1996.0,3.7,87.0,77.0
2796,9780440414001,0440414008,see around sam,,Lois Lowry,juvenile fiction,http://books.google.com/books/content?id=-oXbxSdpe2wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,sam krupnik mad mother wont let wear new plastic fang house decides run away alaska,1998.0,3.68,128.0,235.0
2797,9780440415244,0440415241,stay,Keeper's Story,Lois Lowry,juvenile fiction,http://books.google.com/books/content?id=lr9QzT466ekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,separated early life mother sibling keeper tell adventure various human master continual search little sister,1999.0,3.92,128.0,188.0
2798,9780440415800,0440415802,summer monkey,,Wilson Rawls,juvenile fiction,http://books.google.com/books/content?id=fAGE9OYnqvsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fourteenyearold jay try recover group wily monkey escaped circus train hope reward buy gun pony long wanted,1998.0,4.03,288.0,10711.0
2799,9780440416777,0440416779,stargirl,,Jerry Spinelli,juvenile fiction,http://books.google.com/books/content?id=Nqt57L2L-tIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,story peril popularity courage nonconformity thrill first love eccentric student named stargirl change mica high school forever,2004.0,3.76,186.0,1917.0
2800,9780440416883,0440416884,harriet spy,,Helen Ericson;Louise Fitzhugh,juvenile fiction,http://books.google.com/books/content?id=cKg_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,married nanny return take care parent away france harriet hears something curious make think ole golly sort trouble,2003.0,3.83,256.0,1316.0
2801,9780440418412,0440418410,boy start war,,Phyllis Reynolds Naylor,juvenile fiction,http://books.google.com/books/content?id=fo9GHqT4-kwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,first book hilarious trilogy featuring feuding hatford malloy family new familywith three daughtersmoves neighborhood hatford brother decide make caroline sister miserable theyll want go back ohio,2002.0,4.02,144.0,1511.0
2802,9780440419174,0440419174,vincent van gogh,Portrait of an Artist,Jan Greenberg;Sandra Jane Jordan,juvenile nonfiction,http://books.google.com/books/content?id=n7kv9-zZtKoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,profile turbulent life vincent van gogh birth netherlands attempt clergyman year painting finally death auverssuroise near paris ala notable book reprint,2003.0,3.95,144.0,209.0
2803,9780440419488,0440419484,orange tree versailles,,Annie Pietri,juvenile fiction,http://books.google.com/books/content?id=-o6KVcm2FSoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fourteenyearold marion talent making perfume get chance serve louis xiv mistress palace versailles get caught palace intrigue,2005.0,3.77,137.0,174.0
2804,9780440419679,0440419670,tucket travel,"Francis Tucket's Adventures in the West, 1847-1849",Gary Paulsen,juvenile fiction,http://books.google.com/books/content?id=M6Ru21OibroC&printsec=frontcover&img=1&zoom=1&source=gbs_api,francis tucket traveling oregon trail wagon many adventure kidnapped pawnee indian including meeting onearmed man rescuing abandoned child enduring bandit fierce storm trek home,2003.0,4.43,560.0,538.0
2805,9780440419808,0440419808,silent boy,,Lois Lowry,juvenile fiction,http://books.google.com/books/content?id=dvW07I_A89UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,determined become doctor like father grows katy good sense people sickness befriends jacob see something need revealed,2005.0,3.72,178.0,4933.0
2806,9780440420590,0440420598,pizza monster,,Marjorie Weinman Sharmat;Mitchell Sharmat,juvenile fiction,http://books.google.com/books/content?id=SrgumQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,wealthy secret agent olivia sharp help depressed duncan find friend,2005.0,3.55,80.0,56.0
2807,9780440420620,0440420628,sly spy,,Marjorie Weinman Sharmat,juvenile fiction,http://books.google.com/books/content?id=Gy08h4CpVswC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ej spy try uncover secret olivia keeping client,2005.0,3.79,74.0,53.0
2808,9780440420637,0440420636,green toenail gang,,Marjorie Weinman Sharmat,juvenile fiction,http://books.google.com/books/content?id=yP1lc7SgQV4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,wealthy olivia sharp agent secret uncovers several secret trip carmel california help friend become member exclusive club,2005.0,3.74,72.0,41.0
2809,9780440421702,0440421705,hoot,,Carl Hiaasen,bullying,http://books.google.com/books/content?id=uKUTodG0ltIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,roy new small florida community befriends mysterious boy introduces pottytrained alligator burrowing owl sparklytailed poisonous snake newbery honor book ala notable book ala best book young adult reissue,2006.0,3.82,292.0,83557.0
2810,9780440495048,0440495040,war come willy freeman,,James Lincoln Collier,juvenile fiction,http://books.google.com/books/content?id=qcbpIuklxIYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,free thirteenyearold black girl connecticut caught horror revolutionary war danger returned slavery patriot father killed british mother disappears,1987.0,3.6,192.0,253.0
2811,9780440498056,0440498058,wrinkle time,,Madeleine L'Engle,juvenile fiction,http://books.google.com/books/content?id=JHXd-tEJSxsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,midnight visitor escort meg calvin charles across barrier space time another world,1973.0,4.01,211.0,665242.0
2812,9780440503064,044050306X,mask illuminati,,Robert Anton Wilson,fiction,http://books.google.com/books/content?id=ELDSsQoMku0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,sir john babcock discovers secret international organization seek help albert einstein james joyce exposing,1990.0,4.0,368.0,200.0
2813,9780440504702,0440504708,im good enough im smart enough doggone people like,Daily Affirmations by Stuart Smalley,Al Franken;Stuart Smalley,humor,http://books.google.com/books/content?id=YQAkDD59unEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,parody selfhelp book al frankens comic character stuart smalley describes effort cope life one year,1992.0,3.8,352.0,352.0
2814,9780440506812,0440506816,eight year old,Lively and Outgoing,Louise Bates Ames;Carol Chase Haber,family relationship,,eightyearold child exuberant outgoing bundle energy meet every challenge headon willing try almost anything sometimes parent amazed enthusiasm excitement child greets world however eight also time child begin great deal analyzing evaluating finding fault othersespecially mohter parent help eightyearold upanddown age parent expect relationship child life family made easier child relationship friend sibling like successful tradition gesell institute seriesyour eightyearoldis wellresearched highly accessible guide,1990.0,3.88,160.0,177.0
2816,9780440841838,0440841836,roald dahl james giant peach,a play,Roald Dahl,drama,http://books.google.com/books/content?id=bqoj_PS2knAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,james insect friend join amazing adventure magical peach,1990.0,4.04,91.0,8.0
2817,9780440905608,0440905605,beowulf,a new telling,Robert Nye,fiction,http://books.google.com/books/content?id=7FUkAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,interpretation anglosaxon epic prose young reader tell young hero fight kill water monster grendel,1982.0,3.49,94.0,1615.0
2818,9780440910817,0440910811,ring endless light,,Madeleine L'Engle,death,http://books.google.com/books/content?id=UGoVwLafCtcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,summer grandfather dying leukemia death seems around yearold vicky find comfort pod dolphin research copyright libri gmbh right reserved,1995.0,4.15,332.0,16513.0
2819,9780440936855,0440936853,house like lotus,,Madeleine L'Engle,adolescence,http://books.google.com/books/content?id=MDDyb1TxYFwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,drawn wealthy brilliant artist maximiliana horne grateful stimulating education max direction sixteenyearold polly find suddenly inexplicably betrayed idol,1985.0,3.76,307.0,3882.0
2820,9780440987901,0440987903,thursday child,,Rumer Godden,juvenile fiction,http://books.google.com/books/content?id=qUGk_DwNZokC&printsec=frontcover&img=1&zoom=1&source=gbs_api,tag along spoiled sister ballet class doone discovers develops rare special talent,1987.0,4.27,249.0,338.0
2821,9780441003723,0441003729,starplex,,Robert J. Sawyer,fiction,http://books.google.com/books/content?id=CKkIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,twenty year discovery artificial wormhole launch earth space exploration unforeseeable height starplex director keith lansing investigates mysterious vessel soon threatens station intergalactic war original,1996.0,3.83,289.0,1267.0
2822,9780441004096,0441004091,tramp royale,,Robert Anson Heinlein,biography autobiography,http://books.google.com/books/content?id=Jiy_kgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,author recount travel around world detailing experience place ranging new orleans panama canal african veldt,1996.0,3.7,371.0,680.0
2823,9780441004997,0441004997,hero crown,,Robin McKinley,fiction,http://books.google.com/books/content?id=cESw2xYEJwMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,aerin guidance wizard luthe help blue sword win birthright due daughter damarian king witchwoman mysterious demonhaunted north,1998.0,4.21,227.0,70.0
2824,9780441005833,0441005837,rose daughter,,Robin McKinley,juvenile fiction,http://books.google.com/books/content?id=RtiQPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,winner newbery award hero crown return fairy tale beauty beast create haunting portrayal transformative power love reprint pw,1998.0,3.77,304.0,16756.0
2825,9780441005963,0441005969,riddlemaster,The Complete Trilogy,Patricia A. McKillip,fiction,http://books.google.com/books/content?id=OR3U2m8RndoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,collection complete long outofprint riddlemaster trilogy modernday fantasy classic offer new introduction author brings back magical adventure young prince discovering identity uniquely realized land original,1999.0,4.22,578.0,9117.0
2826,9780441009657,0441009654,mirror merlin,,T. A. Barron,fiction,http://books.google.com/books/content?id=X6HTqdHjLpsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,merlin must find stolen sword order repel encroaching evil intent destroying magic isle fincayra first must confront magical mirror alters one destiny,2002.0,4.06,288.0,6682.0
2827,9780441010288,0441010288,lost year merlin,,T. A. Barron,fiction,http://books.google.com/books/content?id=T5E1zLbmw4AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,first title bestselling series available paperback follows adventure training young merlin destined become greatest wizard time illustration copyright libri gmbh right reserved,2002.0,3.98,304.0,12114.0
2828,9780441012039,0441012035,neuromancer,,William Gibson,fiction,http://books.google.com/books/content?id=2NyiPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,case burnedout computer whiz asked steal security code locked heavily guarded databank solar system special twentieth anniversary edition influential hugo nebula philip k dick awardwinning novel,2004.0,3.89,384.0,1617.0
2829,9780441012114,0441012116,conqueror moon,,Julian May,fiction,http://books.google.com/books/content?id=4D37DAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,father deathbed prince conrig cathra lover seductive sorceress princess ullanoth moss hatched plan reunite warring kingdom high blenholm one supreme rule first volume boreal moon tale series reprint,2005.0,3.33,447.0,515.0
2830,9780441012374,044101237X,rocket ship galileo,,Robert Anson Heinlein,fiction,http://books.google.com/books/content?id=1421ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,three teenager older scientist develop atomic rocket solve space problem blast moon spite mysterious setback,2004.0,3.71,211.0,6199.0
2831,9780441012398,0441012396,deerskin,,Robin McKinley,fiction,http://books.google.com/books/content?id=FsSLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,growing beauty begin resemble mother closely princess lissar must flee father wrath accompanied loyal dog ash unlocks door world magic reprint,2005.0,3.89,384.0,17073.0
2832,9780441012527,0441012523,camouflage,,Joe W. Haldeman,fiction,http://books.google.com/books/content?id=63nKN-7mzfUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,unidentified artifact found seven mile surface sea stump scientist examining call two immortal creature wandered earth century never crossing path reprint,2005.0,3.63,289.0,4836.0
2833,9780441012596,0441012590,dragon treasure,,Elizabeth A. Lynn,fiction,http://books.google.com/books/content?id=5y7bUkQ-ye4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,sequel dragon winter kardur atani dragon chingura overcome father madness brother treachery take throne struggle rule justice dealing ferocity result dragon blood reprint,2005.0,3.53,336.0,165.0
2834,9780441013302,0441013309,rosetta codex,,Richard Paul Russo,fiction,http://books.google.com/books/content?id=P_Q6AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,enslaved nomadic tribe escaping attack family starship en route morningstar civilized oupost savage planet cale alexandros stumble upon mysterious book filled strange metal page cryptic writing ancient ruined temple volume hold key deciphering alien language make target ruthless enemy original,2005.0,3.23,384.0,21.0
2835,9780441013432,0441013430,old twentieth,,Joe Haldeman,fiction,http://books.google.com/books/content?id=0RTfmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,jacob brewer confronts dangerous sentient machine become obsessed humanity investigates mysterious death passenger starship aspera thousandyear journey beta hydrii,2006.0,3.53,285.0,1138.0
2836,9780441013678,0441013678,count zero,,William Gibson,fiction,http://books.google.com/books/content?id=EX07PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,future world sprawl urban complex extends boston houston sentient computer database known cyberspace matrix dominates humanity fate corporate mercenary awakening reconstructed body sent perilous mission retrieve defecting chief rd stateoftheart biochip reprint,2006.0,4.01,308.0,36066.0
2837,9780441014224,0441014224,god moon,,Richard A. Knaak,fiction,http://books.google.com/books/content?id=ussPyumOoigC&printsec=frontcover&img=1&zoom=1&source=gbs_api,nermesa klandes join aquilonian army hope serving liege king conan becomes hero right killing pictish leader victory shortlived unwittingly unleashes unholy force could destroy aquilonian empire original,2006.0,3.72,297.0,57.0
2838,9780441014439,0441014437,harrowing dragon,,Patricia A. McKillip,fiction,http://books.google.com/books/content?id=bzZ8DlRNuLcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,spanning quarter century anthology previously uncollected short fiction explores world magic work harrowing dragon hoarsbreath matter music fellowship dragon,2006.0,3.94,308.0,1567.0
2839,9780441014453,0441014453,eye charon,,Richard A. Knaak,fiction,http://books.google.com/books/content?id=xxnefx5i-bkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,warrior nermesa klandes first assignment end bloodshed must embark dangerous mission caravan aquilonias neighbor slaughtered unknown enemy plunging world dark magic demonic power could destroy king conan original,2006.0,3.88,288.0,41.0
2840,9780441014835,0441014836,cygnet,,Patricia A. McKillip,fiction,http://books.google.com/books/content?id=MpIAun4PE3QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,singlevolume pairing two world fantasy awardwinning author classic tale includes sorceress cygnet cygnet firebird fate ro family unfolds magical world myth mayhem author tower stony wood original first printing,2007.0,4.08,406.0,535.0
2841,9780441014897,0441014895,magic bite,,Ilona Andrews,fiction,http://books.google.com/books/content?id=46yJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,earning living cleaning magical mess mercenary kate daniel drawn power struggle two factionsnecromancers shapeshifterswithin atlanta magic circle guardian murdered original,2007.0,4.07,260.0,82231.0
2842,9780441092758,0441092756,castle silver wheel,,Teresa Edgerton,fiction,,possessed gift magic gwenlliant celydonn travel husband mochdreff rule nation long history animosity toward people original,1993.0,3.99,278.0,86.0
